Asset Turnover Ratio,Average return on capital employed 3Years,Book Value,CROIC,Cash Conversion Cycle,Change in promoter holding 3Years,Company,Current Price,Current ratio,Days Payable Outstanding,Debt to equity Ratio,Dividend Yield,EPS,Face Value,Financial leverage,Free cash flow last year,Industry,Industry PE,Intrinsic Value,Inventory turnover ratio,Market Cap,Piotroski score,Price to Earning,Price to Earnings To Growth,Price to Free Cash Flow,Price to Sales Ratio,Price to book value,Profit after tax last year,Promoter holding,Quick ratio,ROCE,ROE,Receivables to Sales Ratio,Reserves,Return on assets,Return on assets 3years,Sales Growth (3Yrs),Sector,Stock P/E,Unpledged promoter holding,Volume,debt to Free cash flow,debt to Reserves Ratio
,,44.07,,,,JTL Infra Ltd,115.00,,,,0.00,,10.00,,, Industry: Steel - Medium / Small,,,,115.12,,,,,,,,,,40.33,41.03,,,,,12.51,Sector: Steel ,7.94,,,,
,,75.77,,,,Balmer Lawrie Investment Ltd,439.95,,,,5.46,,10.00,,, Industry: Finance & Investments,,,,976.69,,,,,,,,,,40.30,38.98,,,,,13.72,Sector: Finance ,12.87,,,,
,,11.25,,,,Dhruv Consultancy Services Ltd,28.55,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,40.81,,,,,,,,,,40.27,53.02,,,,,%,Sector: Miscellaneous ,5.92,,,,
,,117.81,,,,Gulf Oil Lubricants India Ltd,860.50,,,,1.22,,2.00,,, Industry: Chemicals,,,,4285,,,,,,,,,,40.25,38.57,,,,,11.25,Sector: Chemicals ,24.11,,,,
,,135.42,,,,Expleo Solutions Ltd,386.65,,,,0.00,,10.00,,, Industry: Computers - Software - Medium / Small,,,,396.41,,,,,,,,,,40.17,27.11,,,,,2.30,Sector: IT - Software ,10.94,,,,
,,67.69,,,,Kushal Ltd,12.12,,,,6.77,,2.00,,, Industry: Paper,,,,287.56,,,,,,,,,,40.02,37.18,,,,,75.36,Sector: Paper ,,,,,
,,113.63,,,,Apex Frozen Foods Ltd,249.55,,,,0.80,,10.00,,, Industry: Aquaculture,,,,779.84,,,,,,,,,,39.93,38.42,,,,,18.55,Sector: Miscellaneous ,12.83,,,,
,,973.54,,,,GlaxoSmithkline Consumer Healthcare Ltd,7423,,,,1.41,,10.00,,, Industry: Food - Processing - MNC,,,,31221,,,,,,,,,,39.91,25.92,,,,,4.95,Sector: FMCG ,31.78,,,,
,,24.11,,,,Punjab Alkalies & Chemicals Ltd,68.80,,,,0.00,,10.00,,, Industry: Chlor Alkali / Soda Ash,,,,186.73,,,,,,,,,,39.83,15.04,,,,,7.90,Sector: Chemicals ,3.34,,,,
,,180.55,,,,Interglobe Aviation Ltd,1357,,,,0.44,,10.00,,, Industry: Transport - Airlines,,,,52192,,,,,,,,,,39.80,36.38,,,,,18.24,Sector: Air Transport Service ,334.27,,,,
,,33.30,,,,Bharat Seats Ltd,65.50,,,,1.37,,2.00,,, Industry: Auto Ancillaries,,,,205.67,,,,,,,,,,39.77,38.27,,,,,11.85,Sector: Auto Ancillaries ,9.61,,,,
,,31.33,,,,Orient Refractories Ltd,202.65,,,,1.23,,1.00,,, Industry: Refractories / Intermediates,,,,2434,,,,,,,,,,39.68,25.70,,,,,17.69,Sector: Refractories ,27.09,,,,
,,643.74,,,,Hero MotoCorp Ltd,2570,,,,3.39,,2.00,,, Industry: Automobiles - Motorcycles / Mopeds,,,,51326,,,,,,,,,,39.64,26.73,,,,,5.76,Sector: Automobile ,15.59,,,,
,,-5.53,,,,Chennai Meenakshi Multispeciality Hospital Ltd,6.57,,,,0.00,,10.00,,, Industry: Healthcare,,,,4.91,,,,,,,,,,39.48,%,,,,,7.29,Sector: Healthcare ,98.20,,,,
,,36.31,,,,BLS International Services Ltd,74.20,,,,0.67,,1.00,,, Industry: Computers - Software - Medium / Small,,,,760.18,,,,,,,,,,39.48,45.34,,,,,20.58,Sector: IT - Software ,7.23,,,,
,,961.91,,,,Bharat Rasayan Ltd,4131,,,,0.04,,10.00,,, Industry: Pesticides / Agrochemicals - Indian,,,,1755,,,,,,,,,,39.06,38.86,,,,,21.87,Sector: Agro Chemicals ,15.55,,,,
,,17.50,,,,Crompton Greaves Consumer Electrical Ltd,226.15,,,,0.88,,2.00,,, Industry: Electric Equipment,,,,14180,,,,,,,,,,38.90,42.55,,,,,%,Sector: Capital Goods - Electrical Equipment ,35.33,,,,
,,73.03,,,,Sonata Software Ltd,352.65,,,,2.94,,1.00,,, Industry: Computers - Software - Medium / Small,,,,3710,,,,,,,,,,38.88,30.25,,,,,13.41,Sector: IT - Software ,15.00,,,,
,,29.25,,,,Touchwood Entertainment Ltd,115.95,,,,1.72,,10.00,,, Industry: Miscellaneous,,,,47.22,,,,,,,,,,38.87,29.15,,,,,37.97,Sector: Entertainment ,15.64,,,,
,,13.79,,,,Kriti Nutrients Ltd,20.75,,,,0.87,,1.00,,, Industry: Solvent Extraction,,,,103.96,,,,,,,,,,38.83,34.35,,,,,14.07,Sector: Edible Oil ,6.13,,,,
,,1.06,,,,Rubra Medicaments Ltd,4.00,,,,0.00,,10.00,,, Industry: Trading,,,,2.19,,,,,,,,,,38.24,38.24,,,,,%,Sector: Trading ,,,,,
,,39.62,,,,COSYN Ltd,30.55,,,,3.27,,10.00,,, Industry: Computers - Software - Medium / Small,,,,22.92,,,,,,,,,,38.10,28.59,,,,,24.59,Sector: IT - Software ,9.79,,,,
,,21.72,,,,V R Films & Studios Ltd,117.45,,,,0.00,,10.00,,, Industry: Entertainment / Electronic Media Software,,,,16.12,,,,,,,,,,37.90,39.28,,,,,%,Sector: Entertainment ,16.45,,,,
,,104.88,,,,Dr Lal Pathlabs Ltd,1075,,,,0.42,,10.00,,, Industry: Healthcare,,,,8960,,,,,,,,,,37.82,24.64,,,,,17.02,Sector: Healthcare ,44.89,,,,
,,41.14,,,,V I P Industries Ltd,424.50,,,,0.75,,2.00,,, Industry: Moulded Luggage,,,,5999,,,,,,,,,,37.81,27.14,,,,,14.42,Sector: Plastic products ,41.30,,,,
,,138.05,,,,Sun TV Network Ltd,478.65,,,,2.09,,5.00,,, Industry: Entertainment / Electronic Media Software,,,,18863,,,,,,,,,,37.51,24.71,,,,,8.46,Sector: Entertainment ,13.52,,,,
,,123.77,,,,Bharat Dynamics Ltd,300.25,,,,2.88,,10.00,,, Industry: Engineering,,,,5503,,,,,,,,,,37.40,25.44,,,,,17.32,Sector: Capital Goods-Non Electrical Equipment ,13.02,,,,
,,200.70,,,,G M Breweries Ltd,417.25,,,,0.72,,10.00,,, Industry: Breweries & Distilleries,,,,762.63,,,,,,,,,,37.20,24.84,,,,,8.87,Sector: Alcoholic Beverages ,9.94,,,,
,,12.25,,,,Kesar Petroproducts Ltd,7.89,,,,0.00,,1.00,,, Industry: Chemicals,,,,76.27,,,,,,,,,,37.11,29.52,,,,,7.07,Sector: Chemicals ,,,,,
,,168.80,,,,Jenburkt Pharmaceuticals Ltd,529.95,,,,1.92,,10.00,,, Industry: Pharmaceuticals - Indian - Formulations,,,,243.21,,,,,,,,,,36.95,28.57,,,,,9.43,Sector: Pharmaceuticals ,12.27,,,,
,,242.86,,,,Mahanagar Gas Ltd,804.85,,,,2.36,,10.00,,, Industry: Miscellaneous,,,,7950,,,,,,,,,,36.89,24.29,,,,,2.15,Sector: Gas Distribution ,14.55,,,,
,,47.38,,,,Vertoz Advertising Ltd,194.45,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,116.38,,,,,,,,,,36.49,35.74,,,,,%,Sector: Miscellaneous ,20.28,,,,
,,432.29,,,,Alphageo (India) Ltd,372.30,,,,2.15,,10.00,,, Industry: Oil Drilling / Allied Services,,,,236.96,,,,,,,,,,36.22,26.75,,,,,80.79,Sector: Oil Drill/Allied ,5.22,,,,
,,625.73,,,,Venkys (India) Ltd,1563,,,,0.51,,10.00,,, Industry: Miscellaneous,,,,2202,,,,,,,,,,36.17,32.06,,,,,15.82,Sector: Miscellaneous ,12.64,,,,
,,37.27,,,,Aimco Pesticides Ltd,105.15,,,,0.95,,10.00,,, Industry: Pesticides / Agrochemicals - Indian,,,,100.76,,,,,,,,,,35.88,21.91,,,,,-12.71,Sector: Agro Chemicals ,12.72,,,,
,,57.24,,,,Birla Cable Ltd,91.55,,,,2.18,,10.00,,, Industry: Cables - Telephone,,,,274.65,,,,,,,,,,35.82,32.08,,,,,26.22,Sector: Cables ,5.84,,,,
,,54.33,,,,Macpower CNC Machines Ltd,121.35,,,,0.82,,10.00,,, Industry: Engineering,,,,119.02,,,,,,,,,,35.65,24.57,,,,,18.14,Sector: Engineering ,17.03,,,,
,,19.83,,,,Pasupati Acrylon Ltd,16.20,,,,0.00,,10.00,,, Industry: Textiles - Manmade,,,,144.39,,,,,,,,,,35.48,23.66,,,,,2.30,Sector: Textiles ,5.28,,,,
,,27.95,,,,Auro Laboratories Ltd,54.00,,,,0.00,,10.00,,, Industry: Pharmaceuticals - Indian - Bulk Drugs,,,,33.64,,,,,,,,,,35.44,31.53,,,,,7.71,Sector: Pharmaceuticals ,7.65,,,,
,,9.70,,,,Artedz Fabs Ltd,30.10,,,,0.00,,10.00,,, Industry: Textiles - Products,,,,25.76,,,,,,,,,,35.42,53.82,,,,,27.59,Sector: Textiles ,7.32,,,,
,,83.66,,,,ERIS Lifesciences Ltd,453.75,,,,0.00,,1.00,,, Industry: Pharmaceuticals - Indian - Formulations,,,,6240,,,,,,,,,,35.35,40.78,,,,,16.18,Sector: Pharmaceuticals ,21.47,,,,
,,14.03,,,,Affordable Robotic & Automation Ltd,94.70,,,,0.00,,10.00,,, Industry: Engineering - Turnkey Services,,,,96.40,,,,,,,,,,35.35,47.10,,,,,%,Sector: Engineering ,18.83,,,,
,,761.07,,,,Sandur Manganese & Iron Ores Ltd,776.20,,,,0.90,,10.00,,, Industry: Mining / Minerals / Metals,,,,679.17,,,,,,,,,,35.25,22.15,,,,,27.61,Sector: Mining & Mineral products ,4.77,,,,
,,23.22,,,,Deccan Health Care Ltd,84.40,,,,0.00,,10.00,,, Industry: Food - Processing - Indian,,,,132.62,,,,,,,,,,35.22,43.30,,,,,%,Sector: Healthcare ,10.45,,,,
,,99.25,,,,Asian Paints Ltd,1362,,,,0.77,,1.00,,, Industry: Paints / Varnishes,,,,130638,,,,,,,,,,35.13,23.98,,,,,10.66,Sector: Paints/Varnish ,60.76,,,,
,,143.43,,,,Shreyans Industries Ltd,138.85,,,,3.60,,10.00,,, Industry: Paper,,,,191.89,,,,,,,,,,35.12,26.15,,,,,13.79,Sector: Paper ,4.16,,,,
,,191.95,,,,Natco Pharma Ltd,527.85,,,,1.59,,2.00,,, Industry: Pharmaceuticals - Indian - Bulk Drugs & Formln,,,,9594,,,,,,,,,,34.88,29.16,,,,,38.34,Sector: Pharmaceuticals ,14.89,,,,
,,81.66,,,,Pidilite Industries Ltd,1185,,,,0.55,,1.00,,, Industry: Chemicals,,,,60208,,,,,,,,,,34.86,24.31,,,,,9.71,Sector: Chemicals ,64.15,,,,
,,172.38,,,,Harita Seating Systems Ltd,408.70,,,,1.47,,10.00,,, Industry: Auto Ancillaries,,,,317.56,,,,,,,,,,34.82,30.04,,,,,16.86,Sector: Auto Ancillaries ,14.41,,,,
,,1650,,,,3M India Ltd,21930,,,,0.00,,10.00,,, Industry: Trading,,,,24715,,,,,,,,,,34.63,22.48,,,,,11.57,Sector: Trading ,76.52,,,,
,,86.32,,,,Thyrocare Technologies Ltd,479.45,,,,2.12,,10.00,,, Industry: Healthcare,,,,2531,,,,,,,,,,34.52,22.30,,,,,22.59,Sector: Healthcare ,26.58,,,,
,,41.38,,,,Reliance Nippon Life Asset Management Ltd,225.15,,,,2.66,,10.00,,, Industry: Finance & Investments,,,,13779,,,,,,,,,,34.50,24.65,,,,,23.36,Sector: Finance ,29.00,,,,
,,18.81,,,,Osia Hyper Retail Ltd,275.00,,,,0.00,,10.00,,, Industry: Trading,,,,163.72,,,,,,,,,,34.50,62.76,,,,,%,Sector: Retail ,30.60,,,,
,,34.15,,,,Kellton Tech Solutions Ltd,24.85,,,,0.00,,5.00,,, Industry: Computers - Software - Medium / Small,,,,239.51,,,,,,,,,,34.41,31.18,,,,,80.30,Sector: IT - Software ,3.11,,,,
,,131.65,,,,GE Power India Ltd,842.20,,,,0.71,,10.00,,, Industry: Electric Equipment,,,,5662,,,,,,,,,,34.09,13.31,,,,,3.61,Sector: Capital Goods - Electrical Equipment ,49.58,,,,
,,47.24,,,,ITC Ltd,275.05,,,,2.09,,1.00,,, Industry: Cigarettes,,,,337420,,,,,,,,,,34.00,22.91,,,,,7.13,Sector: Tobacco Products ,26.94,,,,
,,16.70,,,,Accuracy Shipping Ltd,44.05,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,66.32,,,,,,,,,,33.88,53.28,,,,,27.23,Sector: Ship Building ,6.40,,,,
,,78.85,,,,SecUR Credentials Ltd,79.95,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,39.09,,,,,,,,,,33.80,25.43,,,,,%,Sector: Miscellaneous ,7.57,,,,
,,13.40,,,,Triveni Turbine Ltd,100.80,,,,1.01,,1.00,,, Industry: Electric Equipment,,,,3259,,,,,,,,,,33.71,22.16,,,,,4.90,Sector: Capital Goods - Electrical Equipment ,32.51,,,,
,,16.45,,,,White Organic Agro Ltd,10.45,,,,0.00,,10.00,,, Industry: Trading,,,,36.58,,,,,,,,,,33.71,25.36,,,,,261,Sector: Trading ,7.57,,,,
,,117.85,,,,Atul Auto Ltd,271.95,,,,1.93,,5.00,,, Industry: Automobiles - Scooters And 3 - Wheelers,,,,596.75,,,,,,,,,,33.61,22.22,,,,,4.10,Sector: Automobile ,11.23,,,,
,,57.08,,,,Alufluoride Ltd,116.05,,,,0.00,,10.00,,, Industry: Chemicals,,,,81.24,,,,,,,,,,33.40,23.66,,,,,31.49,Sector: Chemicals ,9.84,,,,
,,4.98,,,,Starcom Information Technology Ltd,91.00,,,,0.00,,10.00,,, Industry: Computers - Software - Medium / Small,,,,45.50,,,,,,,,,,33.31,4.47,,,,,9.01,Sector: IT - Software ,350.00,,,,
,,91.28,,,,Bluechip Tex Industries Ltd,83.50,,,,2.17,,10.00,,, Industry: Textiles - Processing,,,,16.45,,,,,,,,,,33.31,39.60,,,,,17.48,Sector: Textiles ,5.71,,,,
,,168.89,,,,Whirlpool of India Ltd,1555,,,,0.26,,10.00,,, Industry: Domestic Appliances,,,,19722,,,,,,,,,,33.29,21.41,,,,,14.14,Sector: Consumer Durables ,48.45,,,,
,,142.91,,,,Allsec Technologies Ltd,310.30,,,,1.61,,10.00,,, Industry: Computers - Software - Medium / Small,,,,472.90,,,,,,,,,,33.29,31.48,,,,,29.15,Sector: IT - Software ,20.09,,,,
,,27.97,,,,Rubfila International Ltd,37.70,,,,2.54,,5.00,,, Industry: Miscellaneous,,,,178.01,,,,,,,,,,33.28,21.46,,,,,10.02,Sector: Plantation & Plantation Products ,9.66,,,,
,,22.56,,,,Bhatia Communications & Retail (India) Ltd,79.25,,,,0.00,,10.00,,, Industry: Trading,,,,99.18,,,,,,,,,,33.27,22.45,,,,,14.31,Sector: Trading ,27.71,,,,
,,244.30,,,,Foseco India Ltd,1210,,,,2.07,,10.00,,, Industry: Chemicals,,,,773.06,,,,,,,,,,33.24,21.23,,,,,7.42,Sector: Chemicals ,23.62,,,,
,,100.31,,,,Jubilant Foodworks Ltd,1208,,,,0.21,,10.00,,, Industry: Food - Processing - MNC,,,,15940,,,,,,,,,,33.21,21.87,,,,,12.84,Sector: Miscellaneous ,48.61,,,,
,,16.17,,,,Menon Bearings Ltd,74.75,,,,2.01,,1.00,,, Industry: Bearings,,,,418.90,,,,,,,,,,33.21,30.17,,,,,16.03,Sector: Auto Ancillaries ,16.56,,,,
,,82.86,,,,Hexaware Technologies Ltd,358.30,,,,2.37,,2.00,,, Industry: Computers - Software - Medium / Small,,,,10678,,,,,,,,,,33.16,26.53,,,,,14.17,Sector: IT - Software ,18.49,,,,
,,43.64,,,,Wealth First Portfolio Managers Ltd,142.20,,,,0.70,,10.00,,, Industry: Finance & Investments,,,,90.91,,,,,,,,,,33.04,36.91,,,,,9.99,Sector: Finance ,10.38,,,,
,,611.01,,,,Stovec Industries Ltd,1940,,,,2.84,,10.00,,, Industry: Textile Machinery,,,,405.43,,,,,,,,,,32.74,23.41,,,,,7.20,Sector: Textiles ,14.35,,,,
,,737.08,,,,Sharda Motor Industries Ltd,1183,,,,1.06,,10.00,,, Industry: Auto Ancillaries,,,,703.27,,,,,,,,,,32.61,23.56,,,,,9.73,Sector: Auto Ancillaries ,8.00,,,,
,,115.37,,,,Mayur Uniquoters Ltd,268.85,,,,0.52,,5.00,,, Industry: Plastics Products,,,,1219,,,,,,,,,,32.58,22.13,,,,,3.17,Sector: Plastic products ,13.98,,,,
,,39.47,,,,Meghmani Organics Ltd,61.20,,,,0.65,,1.00,,, Industry: Pesticides / Agrochemicals - Indian,,,,1556,,,,,,,,,,32.54,28.37,,,,,16.16,Sector: Agro Chemicals ,5.86,,,,
,,82.50,,,,Associated Alcohols & Breweries Ltd,164.40,,,,0.61,,10.00,,, Industry: Breweries & Distilleries,,,,297.22,,,,,,,,,,32.48,23.54,,,,,2.78,Sector: Alcoholic Beverages ,9.82,,,,
,,1070,,,,National Peroxide Ltd,1904,,,,3.42,,10.00,,, Industry: Chemicals,,,,1094,,,,,,,,,,32.45,21.29,,,,,15.44,Sector: Chemicals ,7.15,,,,
,,9.68,,,,Gufic BioSciences Ltd,71.30,,,,0.07,,1.00,,, Industry: Pharmaceuticals - Indian - Bulk Drugs & Formln,,,,554.93,,,,,,,,,,32.41,33.37,,,,,26.73,Sector: Pharmaceuticals ,25.49,,,,
,,106.17,,,,Avantel Ltd,231.65,,,,2.16,,10.00,,, Industry: Telecommunications - Equipment,,,,93.93,,,,,,,,,,32.22,23.75,,,,,27.05,Sector: Telecomm Equipment & Infra Services ,9.89,,,,
,,29.88,,,,Share India Securities Ltd,78.00,,,,0.00,,10.00,,, Industry: Finance & Investments,,,,190.51,,,,,,,,,,32.19,27.48,,,,,60.72,Sector: Finance ,13.07,,,,
,,42.88,,,,Hindustan Wires Ltd,39.05,,,,0.00,,10.00,,, Industry: Steel - Medium / Small,,,,38.35,,,,,,,,,,32.16,27.20,,,,,2.20,Sector: Steel ,,,,,
,,151.22,,,,Infosys Ltd,726.75,,,,3.00,,5.00,,, Industry: Computers - Software - Large,,,,312142,,,,,,,,,,32.10,23.50,,,,,9.81,Sector: IT - Software ,20.45,,,,
5.48,19.43,22.32,26.30,103.93,2.80,Synthiko Foils Ltd,21.80,1.45,60.09,0.00,0.00,2.51,5.00,1.00,0.00, Industry: Aluminium and Aluminium Products,10.21,17.84,4.94,3.79,8.00,8.81,0.44,,0.12,0.98,0.42,47.46,1.07,32.06,13.02,0.28,3.01,10.77,5.68,1.35,Sector: Non Ferrous Metals ,8.81,47.46,1,0.00,0.00
,,109.79,,,,Ahluwalia Contracts (India) Ltd,331.20,,,,0.09,,2.00,,, Industry: Construction,,,,2219,,,,,,,,,,32.03,20.46,,,,,15.82,Sector: Realty ,18.92,,,,
,,32.98,,,,Pulz Electronics Ltd,40.80,,,,0.00,,10.00,,, Industry: Electronics - Components,,,,11.12,,,,,,,,,,31.82,25.27,,,,,15.30,Sector: Electronics ,6.86,,,,
,,122.69,,,,Coastal Corporation Ltd,241.05,,,,0.16,,10.00,,, Industry: Aquaculture,,,,245.12,,,,,,,,,,31.79,35.66,,,,,22.24,Sector: Miscellaneous ,5.73,,,,
,,2.78,,,,Kabsons Industries Ltd,3.40,,,,0.00,,10.00,,, Industry: Trading,,,,5.94,,,,,,,,,,31.79,30.21,,,,,59.09,Sector: Trading ,7.42,,,,
,,47.42,,,,Madhya Pradesh Today Media Ltd,34.25,,,,1.46,,10.00,,, Industry: Entertainment / Electronic Media Software,,,,15.65,,,,,,,,,,31.73,27.68,,,,,13.70,Sector: Entertainment ,4.29,,,,
,,97.00,,,,Dr Agarwals Eye Hospital Ltd,266.00,,,,0.45,,10.00,,, Industry: Healthcare,,,,125.02,,,,,,,,,,31.70,21.04,,,,,9.07,Sector: Healthcare ,10.49,,,,
,,37.30,,,,Sharda Ispat Ltd,65.00,,,,0.00,,10.00,,, Industry: Steel - Medium / Small,,,,33.02,,,,,,,,,,31.60,30.31,,,,,-8.84,Sector: Steel ,4.88,,,,
,,273.13,,,,Tata Metaliks Ltd,582.45,,,,0.46,,10.00,,, Industry: Steel - Pig Iron,,,,1636,,,,,,,,,,31.55,56.52,,,,,19.95,Sector: Steel ,8.99,,,,
,,7.02,,,,Emmessar Biotech & Nutrition Ltd,15.92,,,,0.00,,10.00,,, Industry: Chemicals,,,,7.97,,,,,,,,,,31.50,35.83,,,,,-16.61,Sector: Chemicals ,7.59,,,,
,,688.15,,,,Seshasayee Paper & Boards Ltd,975.05,,,,2.05,,10.00,,, Industry: Paper,,,,1230,,,,,,,,,,31.41,24.21,,,,,9.56,Sector: Paper ,6.47,,,,
,,42.70,,,,Sterlite Technologies Ltd,163.95,,,,2.13,,2.00,,, Industry: Cables - Telephone,,,,6601,,,,,,,,,,31.25,38.79,,,,,33.38,Sector: Cables ,11.76,,,,
,,33.68,,,,S.S. Infrastructure Development Consultants Ltd,10.50,,,,1.99,,10.00,,, Industry: Construction,,,,14.88,,,,,,,,,,31.23,23.84,,,,,%,Sector: Construction ,1.99,,,,
,,356.35,,,,Automotive Axles Ltd,992.00,,,,1.36,,10.00,,, Industry: Auto Ancillaries,,,,1499,,,,,,,,,,31.21,20.41,,,,,49.01,Sector: Auto Ancillaries ,12.33,,,,
,,210.94,,,,Hester Biosciences Ltd,1760,,,,0.63,,10.00,,, Industry: Pharmaceuticals - Indian - Formulations,,,,1497,,,,,,,,,,31.17,26.97,,,,,19.42,Sector: Pharmaceuticals ,34.12,,,,
,,201.03,,,,Mindtree Ltd,752.15,,,,4.38,,10.00,,, Industry: Computers - Software - Medium / Small,,,,12370,,,,,,,,,,31.17,24.94,,,,,14.54,Sector: IT - Software ,16.40,,,,
,,126.47,,,,Glaxosmithkline Pharmaceuticals Ltd,1150,,,,1.74,,10.00,,, Industry: Pharmaceuticals - Multinational,,,,19477,,,,,,,,,,31.15,19.96,,,,,3.45,Sector: Pharmaceuticals ,46.23,,,,
,,35.02,,,,ANI Integrated Services Ltd,38.45,,,,1.30,,10.00,,, Industry: Engineering - Turnkey Services,,,,37.25,,,,,,,,,,31.14,24.09,,,,,32.35,Sector: Infrastructure Developers & Operators ,6.43,,,,
,,78.89,,,,Sterling Tools Ltd,205.15,,,,0.49,,2.00,,, Industry: Fasteners,,,,739.04,,,,,,,,,,31.11,22.67,,,,,10.02,"Sector: Castings, Forgings & Fastners ",16.47,,,,
,,305.00,,,,HCL Technologies Ltd,1024,,,,1.20,,2.00,,, Industry: Computers - Software - Large,,,,138869,,,,,,,,,,31.02,24.79,,,,,16.30,Sector: IT - Software ,13.72,,,,
,,10.74,,,,Rajoo Engineers Ltd,14.00,,,,1.78,,1.00,,, Industry: Engineering,,,,86.14,,,,,,,,,,30.84,23.46,,,,,7.41,Sector: Engineering ,10.92,,,,
,,59.00,,,,Indraprastha Gas Ltd,310.35,,,,0.64,,2.00,,, Industry: Miscellaneous,,,,21725,,,,,,,,,,30.83,19.99,,,,,7.65,Sector: Gas Distribution ,27.62,,,,
,,27.01,,,,Lancer Containers Lines Ltd,57.00,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,57.27,,,,,,,,,,30.75,46.86,,,,,53.23,Sector: Logistics ,6.96,,,,
,,556.50,,,,Polychem Ltd,325.00,,,,0.77,,10.00,,, Industry: Petrochemicals,,,,13.00,,,,,,,,,,30.73,18.47,,,,,48.71,Sector: Petrochemicals ,3.44,,,,
,,55.77,,,,GE T&D India Ltd,226.50,,,,0.79,,2.00,,, Industry: Electric Equipment,,,,5800,,,,,,,,,,30.67,16.66,,,,,8.50,Sector: Capital Goods - Electrical Equipment ,26.60,,,,
,,135.89,,,,Bata India Ltd,1344,,,,0.47,,5.00,,, Industry: Leather / Leather Products,,,,17274,,,,,,,,,,30.67,20.52,,,,,6.63,Sector: Leather ,52.19,,,,
,,45.88,,,,The Byke Hospitality Ltd,23.15,,,,4.32,,10.00,,, Industry: Hotels,,,,92.83,,,,,,,,,,30.66,21.40,,,,,-0.45,Sector: Hotels & Restaurants ,18.35,,,,
,,32.19,,,,Vinyl Chemicals (I) Ltd,72.05,,,,3.32,,1.00,,, Industry: Trading,,,,132.12,,,,,,,,,,30.37,19.66,,,,,-5.28,Sector: Trading ,7.05,,,,
,,67.11,,,,Petronet LNG Ltd,248.20,,,,1.81,,10.00,,, Industry: Miscellaneous,,,,37230,,,,,,,,,,29.97,23.34,,,,,-8.16,Sector: Gas Distribution ,17.27,,,,
,,1977,,,,Honeywell Automation India Ltd,23378,,,,0.14,,10.00,,, Industry: Electronics - Components,,,,20666,,,,,,,,,,29.96,19.43,,,,,3.82,Sector: Consumer Durables ,57.59,,,,
,,802.92,,,,Bajaj Auto Ltd,2723,,,,2.20,,10.00,,, Industry: Automobiles - Scooters And 3 - Wheelers,,,,78782,,,,,,,,,,29.93,21.31,,,,,10.25,Sector: Automobile ,16.94,,,,
,,54.26,,,,Arfin India Ltd,93.30,,,,1.79,,10.00,,, Industry: Aluminium and Aluminium Products,,,,148.28,,,,,,,,,,29.84,31.66,,,,,28.98,Sector: Non Ferrous Metals ,22.64,,,,
,,140.19,,,,T.V. Today Network Ltd,275.15,,,,0.82,,5.00,,, Industry: Entertainment / Electronic Media Software,,,,1642,,,,,,,,,,29.82,19.52,,,,,13.19,Sector: Media - Print/Television/Radio ,12.46,,,,
,,514.42,,,,Tasty Bite Eatables Ltd,8935,,,,0.02,,10.00,,, Industry: Food - Processing - Indian,,,,2293,,,,,,,,,,29.78,30.46,,,,,21.09,Sector: FMCG ,76.27,,,,
,,11.74,,,,Innovative Ideals and Services India Ltd,157.20,,,,0.00,,10.00,,, Industry: Trading,,,,178.90,,,,,,,,,,29.72,30.69,,,,,%,Sector: Trading ,57.90,,,,
,,119.19,,,,Rites Ltd,286.20,,,,4.45,,10.00,,, Industry: Engineering - Turnkey Services,,,,5724,,,,,,,,,,29.71,19.40,,,,,22.36,Sector: Infrastructure Developers & Operators ,12.87,,,,
,,44.54,,,,Relaxo Footwears Ltd,423.30,,,,0.17,,1.00,,, Industry: Leather / Leather Products,,,,10502,,,,,,,,,,29.63,23.51,,,,,10.74,Sector: Leather ,59.86,,,,
,,19.49,,,,Virat Crane Industries Ltd,24.40,,,,4.10,,10.00,,, Industry: Food - Processing - Indian,,,,49.82,,,,,,,,,,29.62,19.21,,,,,11.85,Sector: FMCG ,7.35,,,,
,,314.19,,,,Apar Industries Ltd,571.15,,,,1.66,,10.00,,, Industry: Electric Equipment,,,,2186,,,,,,,,,,29.59,11.43,,,,,16.18,Sector: Capital Goods - Electrical Equipment ,16.55,,,,
,,23.39,,,,Jiya Eco-Products Ltd,68.70,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,206.60,,,,,,,,,,29.54,25.51,,,,,47.79,Sector: Miscellaneous ,10.10,,,,
,,28.38,,,,Ashok Leyland Ltd,84.90,,,,3.65,,1.00,,, Industry: Automobiles - LCVs / HCVs,,,,24923,,,,,,,,,,29.53,25.53,,,,,15.34,Sector: Automobile ,12.53,,,,
,,24.61,,,,Jatalia Global Ventures Ltd,3.40,,,,0.00,,10.00,,, Industry: Trading,,,,5.09,,,,,,,,,,29.52,10.27,,,,,155,Sector: Trading ,1.82,,,,
,,28.05,,,,HDFC Life Insurance Company Ltd,481.75,,,,0.34,,10.00,,, Industry: Finance & Investments,,,,97193,,,,,,,,,,29.49,24.61,,,,,28.36,Sector: Insurance ,76.12,,,,
